sentence,sentiment,sentiment_encoded
vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative,0
"finnish suominen corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of suominen 's nonwovens and wet wipes from the previously estimated volumes .",negative,0
"the estonian electronic components factory , elcoteq , is running out of material because of the closure of air traffic .",neutral,1
$bbry ready for take off!,positive,2
"nine banks including barclays, citi, agree to pay $2 billion to settle forex ...",negative,0
"as a result of these transactions , the aggregate holdings of burrill life sciences capital fund , l.p. has decreased below 5 per cent of the total number of shares and votes of the company .",neutral,1
diluted earnings per share ( eps ) declined to eur 0.78 from eur 1.76 .,negative,0
"at the beginning of the subscription period on may 2 , 2006 the share subscription price under b option right is eur 10.22 per share .",neutral,1
"after the sale , savcor group ltd will comprise savcor art , a corporate function and an investment in cencorp corporation .",neutral,1
amazon's grocery deal with morrisons is only the beginning,positive,2
"according to finnish fim bank , alpro 's price would be around eur 100mn-150mn .",neutral,1
net sales decreased to eur 220.5 mn from eur 470.0 mn in the corresponding period in 2009 .,negative,0
teva: fda approves generic version of astrazeneca heartburn drug,positive,2
the event can be followed on-line via orion 's finnish homepage at www.orion.fi as well as via the kauppalehti live web service at www.kauppalehti.fi/live .,neutral,1
"the lithuanian beer market made up 14.41 million liters in january , a rise of 0.8 percent from the year-earlier figure , the lithuanian brewers ' association reporting citing the results from its members .",positive,2
"cost cutting measures , which have produced around eur70m of savings over the past nine months , have dampened the airline 's loss , finnair said .",positive,2
$iaci http://stks.co/tju looks good on the weekly chart.,positive,2
viking line head jan kaarstroem told tt that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,positive,2
"finnish investment group panostaja oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended october 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive,2
astrazeneca and daiichi sankyo to jointly commercialise movantik in the us,positive,2
"all the ferries had run into trouble just outside the stockholm archipelago , made up of more than 20,000 islands .",negative,0
with this appointment kaupthing bank aims to further co-ordinate capital markets activities within the group and to improve the overall service to clients .,positive,2
$spy tomorrow party time for the bears!! $goog and $msft -5.5%,negative,0
"operating profit excluding non-recurring items decreased to eur 6.2 mn from eur 16.8 mn in 2007 , representing 2.3 % of net sales .",negative,0
the bank vtb24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral,1
"last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,0
"featuring the s60 user interface , this 135-gram model also comes with a 2.4-inch quarter vga display and 100 megabytes of internal memory , expandable through the micro secure digital slot .",neutral,1
"the sellers include 40 shareholders , including intellibis management , employees and other investors .",neutral,1
the insurer anticipates its share in nordea 's net profit to be significant .,positive,2
"adp news - feb 25 , 2009 - finnish printed circuit board pcb maker aspocomp group oyj hel : acg1v said today it swung to a net profit of eur 300,000 usd 385,000 for 2008 versus a net loss of eur 65.3 million",positive,2
the company reported today an operating loss of eur0 .1 m on net sales of eur4 .5 m for the first quarter 2008 .,neutral,1
"operating profit totaled eur 825mn , up from eur 763mn in 2004 .",positive,2
capitex kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral,1
`` directors and shareholders alike should ask why these practices were allowed to continue . '',neutral,1
"ceos of bpm, ubi meet italy econ minister as m&a talk heats up",positive,2
"tekla will organize an information meeting for analysts and media at wtc helsinki marski meeting room , aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. light lunch will be served .",neutral,1
"the business is organised , as of february 1 , 2011 , in a way that production of design services is combined into one entity , etteplan operations .",neutral,1
"following the increase , huhtamaki oyj 's registered share capital is eur 358,706,290.00 and the number of shares outstanding is 105,501,850 .",neutral,1
"it generated an operating loss of eur 96.3 mn , down from a profit of eur 43.9 mn .",negative,0
"in the first half of 2008 , the bank 's operating profit fell to eur 11.8 mn from eur 18.9 mn , while net interest income increased to eur 20.9 mn from eur 18.8 mn in the first half of 2007 .",neutral,1
elcoteq 's revenues in 2007 were approximately eur 120 million .,neutral,1
25 march 2011 - finnish electronics contract manufacturer scanfil oyj hel : scf1v said today its plan to merge wholly owned scanfil ems group with ojala-yhtyma oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative,0
"nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive,2
`` our design team has long admired marimekko 's vivid patterns and colors .,positive,2
"ftse falls to 3-month low on greek debt concerns, easyjet skids",negative,0
its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,2
"the negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",neutral,1
update 1-astrazeneca boosts respiratory unit with $575 mln takeda deal,positive,2
net sales fell by 33 % from the third quarter of 2008 to eur 130.5 mn .,negative,0
"`` these tests are part of a larger campaign which includes various customer trials and demonstrations to make lte on 800 mhz commercially viable by this summer , '' nokia siemens head of lte business line , reino tammela , said .",neutral,1
"goldman sachs, barclays, hsbc downplay brexit threat",neutral,1
"operating profit before non-recurring items was eur 8.3 mn in the first nine months of 2008 , compared to eur 8.4 in the corresponding period in 2007 .",negative,0
do it for me' trend underpins uk sales growth at kingfisher,positive,2
"food sales totalled eur 323.5 mn in october 2009 , representing a decrease of 5.5 % from october 2008 .",negative,0
"marubeni has participated in ghg - green house gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to japanese clients .",neutral,1
